CiscoPN,Description,DeviceType,Fixed-Modular,Rackmount,Powers,P2,Fans,F2,Accessories,A2,A3,A4,A5,A6,Blank,B2,B3,Console,DIMS,Weight,ID,Other,images
A901-12C-FT-D,Cisco ASR 901 Router - TDM+Ethernet,Router,Fixed,A901-RCKMNT-19IN=,,,,,N/A,,,,,,,,,RJ45,17.5 x 8.3 x1.7,8.15,1,,
A901-4C-F-D,Cisco ASR 901 Router PAYG 4 GE Port,Router,Fixed,A901-RCKMNT-19IN=,,,,,N/A,,,,,,,,,RJ45,17.5 x 8.3 x 1.7,7.93,2,,
A901-6CZ-F-A,Cisco ASR 901 10G Router - Ethernet,Router,Fixed,A901-RCKMNT-19IN=,,,,,N/A,,,,,,,,,RJ45,17.5 x 9.1 x 1.7,7.93,3,,
A901-6CZ-FS-A,CISCO ASR 901 10G ROUTER - ETHERNET,Router,Fixed,A901-RCKMNT-19IN=,,,,,N/A,,,,,,,,,RJ45,17.5 x 9.1 x 1.7,7.93,4,,
AIR-CT2504-25-K9,2504 Wireless Controller with 25 AP,Router-Aircap,Fixed,AIR-CT2504-RMNT=,PWR-2504-AC=,N/A,,,N/A,,,,,,,,,RJ45,8 x 6.75 x 1.73,3.5,5,,
AIR-CT2504-5-K9,2504 Wireless Controller with 5 AP,Router-Aircap,Fixed,AIR-CT2504-RMNT=,PWR-2504-AC=,N/A,,,N/A,,,,,,,,,RJ45,8 x 6.75 x 1.73,3.5,6,,
AIR-CT2504-HA-K9,2504 WIRELESS CONTROLLER FOR HIGH Y,Router-Aircap,Fixed,AIR-CT2504-RMNT=,PWR-2504-AC=,N/A,,,N/A,,,,,,,,,RJ45,8 x 6.75 x 1.73,3.5,7,,
AIR-CT3504-K9,Cisco 3504 Wireless Controller,Router-Aircap,Fixed,AIR-3504-RMNT=,PWR-115W-AC=,N/A,,,N/A,,,,,,,,,"RJ45 , USB Mini B",9.5 x 8.5 x 1.73,4.4,8,,
AIR-CT3504-K9-WS,Cisco 3504 Wireless Controller,,,,,,,,,,,,,,,,,,,,9,,
AIR-CT5508-25-K9,Cisco 5508 Series Wireless,Router-Aircap,Modular,AIR-CT5500-RK-MNT=,AIR-PWR-5500-AC,AIR-PWR-5500-AC=,AIR-FAN-5500=,,,,,,,,,,,"RJ45 , USB Mini B",17.30 x 21.20 x 1.75,20,10,,
AIR-CT5508-K9,Cisco ONE - 5500 series WLAN Controller w/ 0 AP lics,Router-Aircap,Modular,AIR-CT5500-RK-MNT=,AIR-PWR-5500-AC,AIR-PWR-5500-AC=,AIR-FAN-5500=,,,,,,,,,,,"RJ45 , USB Mini B",17.30 x 21.20 x 1.75,20,11,,
AIR-CT5520-50-K9,CISCO 5520 WLC W/ 50 APS AND RCKKIT,Router-Aircap,Modular,UCSC-RAILB-M4=,AIR-PSU1-770W,AIR-PSU1-770W=,AIR-FAN-C220M4=,,,,,,,,,,,RJ45,18.9 x 30.98 x 1.70,30,12,,
AIR-CT5520-K9,CISCO 5520 WIRELESS CONTROLLER W/,Router-Aircap,Modular,UCSC-RAILB-M4=,AIR-PSU1-770W,AIR-PSU1-770W=,AIR-FAN-C220M4=,,,,,,,,,,,RJ45,18.9 x 30.98 x 1.70,30,13,,
AIR-CT5760-HA-K9,Cisco 5700 Series Wireless Controller for high availability.,Router-Aircap,Modular,AIR-CT5760-RK-MNT,PWR-C1-350WAC,PWR-C1-350WAC/2,,,,,,,,"STACK-T1-50CM= , STACK-T1-1M= , STACK-T1-3M=",,,,"RJ45 , USB Mini B",17.5 x 17.7 x 1.75,19.6,14,,
AIR-LAP1142N-A-K9,802.11a/g/n Fixed Unified AP; Int,Router-Aircap,Fixed,AIR-AP-BRACKET-1 + AIR-AP-T-RAIL-R,,,,,,,,,,,,,,RJ45,8.7 x 8.7 x 1.84 ,2.3,15,,
AS5400HPX,"AS5400HPX Starter Kit (inc Chassis,",Chassis,Fixed,AS5400RM-19=,,,,,,,,,,,,,,RJ45,17.5 x 18.25 x 3.5,35,16,,
AS5400XM,"AS5400XM Starter Kit (inc Chassis,",Chassis,Fixed,AS5400RM-19=,,,,,,,,,,,,,,RJ45,17.5 x 18.25 x 3.5,35,17,,
AS54XM-16E1-480-V,"AS5400XM Voice; 16E1, 492 DSPs, AC",Chassis,Fixed,AS5400RM-19=,,,,,,,,,,,,,,RJ45,17.5 x 18.25 x 3.5,35,18,,
AS5X-DFC-108NP,AS5000 108 VOICE/UNIVERSAL PORT,Card,,,,,,,,,,,,,,,,,,,19,,
AS5X-DFC-60NP,AS5000 60 VOICE/UNIVERSAL PORT,Card,,,,,,,,,,,,,,,,,,,20,,
ASA5500X-SSD120,ASA 5512-X THROUGH 5555-X 120 GB,SSD,,,,,,,,,,,,,,,,,,,21,,
ASA5505-50-BUN-K9,ASA5505 APPLIANCE WITH 50 USER BUN,Firewall,Fixed,ASA5505-RACK-MNT,ASA5505-PWR-AC,,,,,,,,,,,,,RJ45,7.89 x 6.87 x 1.75,4,22,,
ASA5506H-SP-BUN-K9,ASA 5506H-X SEC PLUS BUNDLE,Firewall,Fixed,ASA5506-RACK-MNT,ASA5506-PWR-AC,,,,,,,,,,,,,RJ45,7.871 x 9.23 x 2.72,4,23,,
ASA5506-K9-WS,"ASA 5506-X w/FirePOWER services, 8GE, AC, 3DES/AES",Firewall,Fixed,ASA5506-RACK-MNT,ASA5506-PWR-AC,,,,,,,,,,,,,RJ45,7.871 x 9.23 x 2.72,4,24,,
ASA5510-BUN-K9,"ASA 5510 Appliance with SW,",Firewall,Fixed,ASA5500-HW,,,,,,,,,,,,,,RJ45,17.5 x 14.25 x 1.75,20,25,,
ASA5510-SEC-BUN-K9,ASA 5510 Security Plus Appl with,Firewall,Fixed,ASA5500-HW,,,,,,,,,,,,,,RJ45,17.5 x 14.25 x 1.75,20,26,,
ASA5512-FPWR-K9,ASA 5512-X with FirePOWER Services. 6GE. AC. 3DES/AES. SSD,Firewall,Fixed,ASA-BRACKETS,,,,,,,,,,,ASA-IC-A-BLANK=,ASA-HD-BLANK=,,RJ45,16.7 x 15.6 x 1.67,13.39,27,,
ASA5515-DC-K8,"ASA 5515-X WITH SW, 6GE DATA,",Firewall,Fixed,ASA-BRACKETS,,,,,,,,,,,ASA-IC-A-BLANK=,ASA-HD-BLANK=,,RJ45,16.7 x 15.6 x 1.67,13.39,28,,
ASA5515-FPWR-K9,ASA 5515-X WITH FIREPOWER SERVICES,Firewall,Fixed,ASA-BRACKETS,,,,,,,,,,,ASA-IC-A-BLANK=,ASA-HD-BLANK=,,RJ45,16.7 x 15.6 x 1.67,13.39,29,,
ASA5515-K9,"ASA 5515-X with SW, 6GE Data, 1GE",Firewall,Fixed,ASA-BRACKETS,,,,,,,,,,,ASA-IC-A-BLANK=,ASA-HD-BLANK=,,RJ45,16.7 x 15.6 x 1.67,13.39,30,,
ASA5516-FPWR-K9,ASA 5516-X WITH FIREPOWER SERVICES,Firewall,Fixed,ASA-BRACKETS,,,,,,,,,,,,,,"RJ45 , USB Mini B",17.2 x 11.288 x 1.72,8,31,,
ASA5516-FPWR-K9-WS,"ASA5516-X w/ FirePOWER services, 8GE, AC, 3DES/AES",Firewall,Fixed,ASA-BRACKETS,,,,,,,,,,,,,,"RJ45 , USB Mini B",17.2 x 11.288 x 1.72,8,32,,
ASA5520-BUN-K9,"ASA 5520 Appliance with SW, HA,",Firewall,Fixed,ASA5500-HW,,,,,,,,,,,,,,RJ45,17.5 x 14.25 x 1.75,20,33,,
ASA5520-DC-K8,"ASA 5520 Appliance with DC power,",Firewall,Fixed,ASA5500-HW,,,,,,,,,,,,,,RJ45,17.5 x 14.25 x 1.75,20,34,,
ASA5525-FPWR-K9,ASA 5525-X WITH FIREPOWER SERVICES,Firewall,Fixed,ASA-BRACKETS,,,,,,,,,,,ASA-HD-BLANK=,,,RJ45,17.5 x 14.25 x 1.75,22,35,,
ASA5545-FPWR-K9,ASA 5545-X WITH FIREPOWER,Firewall,Fixed,ASA-RAILS,,,,,,,,,,,ASA-HD-BLANK=,,,RJ45,16.7 x 19.1 x 1.67,18.86,36,,
ASA5545-K9-WS,"ASA5545-X w/ SW, 8GE Data,1GE Mgmt, AC, 3DES/AES",Firewall,Fixed,ASA-RAILS,,,,,,,,,,,ASA-HD-BLANK=,,,RJ45,16.7 x 19.1 x 1.67,18.86,37,,
ASA5585-S10-K9,"ASA 5585-X Chassis with SSP10, 8GE,",Firewall,Modular,ASA5585-RACK-KIT=,ASA5585-PWR-AC=,ASA5585-PWR-AC=,ASA5585-FAN=,ASA5585-FAN=,,,,,,,,,,RJ45,19 X 26.5 X 3.47,50-62,38,,
ASA5585-S10X-K9,ASA 5585-X Chas with,Firewall,Modular,ASA5585-RACK-KIT=,ASA5585-PWR-AC=,ASA5585-PWR-AC=,ASA5585-FAN=,ASA5585-FAN=,,,,,,,,,,RJ45,19 X 26.5 X 3.47,50-62,39,,
ASA5585-S20X-K9,ASA 5585-X Chas with,Firewall,Modular,ASA5585-RACK-KIT=,ASA5585-PWR-AC=,ASA5585-PWR-AC=,ASA5585-FAN=,ASA5585-FAN=,,,,,,,,,,RJ45,19 X 26.5 X 3.47,50-62,40,,
ASA5585-S40-K9,ASA 5585-X Chas with,Firewall,Modular,ASA5585-RACK-KIT=,ASA5585-PWR-AC=,ASA5585-PWR-AC=,ASA5585-FAN=,ASA5585-FAN=,,,,,,,,,,RJ45,19 X 26.5 X 3.47,50-62,41,,
ASA5585-S60-2A-K9,"ASA 5585-X Chas w/ SSP60,6 GE,4",Firewall,Modular,ASA5585-RACK-KIT=,ASA5585-PWR-AC=,ASA5585-PWR-AC=,ASA5585-FAN=,ASA5585-FAN=,,,,,,,,,,RJ45,19 X 26.5 X 3.47,50-62,42,,
ASA-IC-6GE-SFP-A,ASA 5512-X/5515-X Interface Card,Card,,,,,,,,,,,,,,,,,,,43,,
ASA-IC-6GE-SFP-B,ASA 5525-X Interface Card 6-port GE,Card,,,,,,,,,,,,,,,,,,,44,,
ASA-IC-6GE-SFP-C,ASA 5545-X/5555-X Interface Card,Card,,,,,,,,,,,,,,,,,,,45,,
ASR1000-2T+20X1GE,ASR1000 2-PORT 10GE 20-PORT GE LINE,Card,,,,,,,,,,,,,,,,,,,46,,
ASR1000-6TGE,CISCO ASR 1000 FIXED ETHERNET LINEE,Card,,,,,,,,,,,,,,,,,,,47,,
ASR1000-RP1,"Cisco ASR1000 Route Processor 1,4GB",Card,,,,,,,,,,,,,,,,,,,48,,
ASR1000-RP2,"Cisco ASR1000 Route Processor 2, 8GB DRAM",Card,,,,,,,,,,,,,,,,,,,49,,
ASR1000-RP2-WS,"Cisco ASR1000 Route Processor 2, 8GB DRAM",,,,,,,,,,,,,,,,,,,,50,,
ASR1000-RP3-WS,Cisco ASR1000 Route Processor 3.,Card,,,,,,,,,,,,,,,,,,,51,,
ASR1000-SIP10,Cisco ASR1000 SPA Interface,Card,,,,,,,,,,,,,,,,,,,52,,
ASR1000-SIP40,Cisco ASR1000 SPA Interface Processor 40,Card,,,,,,,,,,,,,,,,,,,53,,
ASR1001-ACS,Cisco ASR1001 Accessory Kit,Accessory,,,,,,,,,,,,,,,,,,,54,,
ASR1001-HX,"CISCO ASR1001-HX SYSTEM, Dual AC Power",Router,Modular,ASR1001HX-ACS,ASR1KX-AC-750W-R,ASR1KX-DC-950W-R,,,,,,,,,,,,"RJ45 , USB Mini B",17.3 x 18.83 x 7,23,55,AC OR DC option,
ASR1001-PWR-AC,Cisco ASR1001 AC Power Supply,module,,,,,,,,,,,,,,,,,,,56,,
ASR1001X-10G-K9,"ASR1001-X, 10G BASE BUDLE, K9, AES",Router,Modular,ASR1001X-ACS,ASR1001-X-PWR-AC,ASR1001-X-PWR-DC,,,,,,,,,SPA-BLANK,NIM-BLANK,,"RJ45 , USB Mini B",17.3 X 18.5 1.71,23,57,AC OR DC option,
ASR1001X-2.5G-K9,ASR1001-X 2.5G BASE BUNDLE,Router,Modular,ASR1001X-ACS,ASR1001-X-PWR-AC,ASR1001-X-PWR-DC,,,,,,,,,SPA-BLANK,NIM-BLANK,,"RJ45 , USB Mini B",17.3 X 18.5 1.71,23,58,AC OR DC option,
ASR1001X-2.5G-VPN,ASR1001-X 2.5G VPN BUNDLE K9 AES Built-in 6x1G,Router,Modular,ASR1001X-ACS,ASR1001-X-PWR-AC,ASR1001-X-PWR-DC,,,,,,,,,SPA-BLANK,NIM-BLANK,,"RJ45 , USB Mini B",17.3 X 18.5 1.71,23,59,AC OR DC option,
ASR1001-X-25GVPN,"ASR1001-X,2.5G,VPNBundle,K9,AES,Built-in 6x1G",,,,,,,,,,,,,,,,,,,,60,,
ASR1001X-5G-K9,"ASR1001-X, 5G BASE BUNDLE, K9, AES",Router,Modular,ASR1001X-ACS,ASR1001-X-PWR-AC,ASR1001-X-PWR-DC,,,,,,,,,SPA-BLANK,NIM-BLANK,,"RJ45 , USB Mini B",17.3 X 18.5 1.71,23,61,AC OR DC option,
ASR1002,"Cisco ASR1002 Chassis,4 built-in",Router,Modular,ASR1002-ACS,ASR1002-PWR-AC,ASR1002-PWR-DC,,,,,,,,,SPA-BLANK,,,RJ45,17.2 X 18.15 X 3.5,34-37,62,AC OR DC option,
ASR1002-HX,"CISCO ASR1002-HX SYSTEM 4x10GE+4x1GE, 2xP/S, optional crypto",Router,Modular,ASR1002HX-ACS,ASR1000X-AC-750W,ASR1KX-DC-950W-D,,,,,,,,,NIM-BLANK,EPA-BLANK,,"RJ45 , USB Mini B",17.3 X 19.25 X 3.5,34,63,AC OR DC option,
ASR1002X-10G-K9,"ASR1002-X, 10G, K9, AES license",Bundle,Modular,ASR1002X-ACS,ASR1002-PWR-AC,ASR1002-PWR-DC,,,,,,,,,SPA-BLANK,,,"RJ45 , USB Mini B",17.2 X 18.15 X 3.5,38.25,64,AC OR DC option,
ASR1002X-ACS,Cisco ASR1002-X Accessory Kit,Accessory,,,,,,,,,,,,,,,,,,,65,,
ASR1006-X,CISCO ASR1006-X CHASSIS,Chassis,Modular,ASR1006X-ACS,ASR1000X-AC-1100W,ASR1KX-AC-1100W-D,ASR1000X-FAN,,,,,,,,SPA-BLANK,,,,17.2 X 18.15 X 10.47,36.5 - 112,66,AC OR DC option,
ASR1013,"Cisco ASR1013 Chassis, Redundant",Chassis,Modular,ASR1013-ACS,ASR1013/06-PWR-AC,ASR1013/06-PWR-DC,,,,,,,,,SPA-BLANK,EPA-BLANK,,RJ45,17.2 x 18.15 x 22.8,184,67,AC OR DC option,
ASR-9000V-DC-E,"44-Port GE + 4-Port 10GE ASR 9000v, DC Power ETSI Chassis",Chassis,Fixed,ASR-9000V-RMK,,,ASR-9000V-FAN,,,,,,,,,,,RJ45,17.417 x 9.095 x 1.560,9.3,68,AC OR DC option,
ASR-9001-WS,ASR 9001 CHASSIS CISCO REFRESH,Chassis,Modular,ASR-9001-2P-KIT,A9K-750W-AC,A9K-750W-DC,ASR-9001-FAN,,,,,,,,A9K-9001-MPA-FILR,,,RJ45,17.42 x 18.5 x 3.472,30-36,69,,
ASR-9006-AC-V2,ASR 9006 AC Chassis with PEM,Chassis,Modular,ASR-9006-RMK,PWR-3KW-AC-V2,,ASR-9006-FAN-V2,ASR-9006-FAN,ASR-9006-FILTER,,,,,,A9K-LC-FILR,A9K-RSP-FILR,,RJ45,17.38 x 29.05 x 17.50,89-150,70,"Can use V2 or non V2 fans, depending on build",
ASR-9006-AC-V2-WS,"ASR 9006 AC Chassis, Ver 2 Spare",,,,,,,,,,,,,,,,,,,,71,,
ASR-9006-DC-V2,ASR 9006 DC Chassis with PEM,Chassis,Modular,ASR-9006-RMK,PWR-2KW-DC-V2,,ASR-9006-FAN-V2,ASR-9006-FAN,ASR-9006-FILTER,,,,,,A9K-LC-FILR,A9K-RSP-FILR,,RJ45,17.38 x 29.05 x 17.50,89-150,72,"Can use V2 or non V2 fans, depending on build",
ASR-9010-AC-V2,ASR 9010 AC Chassis with PEM,Chassis,Modular,"ASR-9010-2P-KIT, ASR-9010-4P-KIT",PWR-3KW-AC-V2,,ASR-9010-FAN-V2,,ASR-9010-FILTER,,,,,,A9K-LC-FILR,A9K-RSP-FILR,,RJ45,17.38 x 28.24 x 36.75,155-231.6,73,,
ASR-9010-DC-V2,ASR 9010 DC Chassis with PEM,Chassis,Modular,"ASR-9010-2P-KIT, ASR-9010-4P-KIT",PWR-2KW-DC-V2,,ASR-9010-FAN-V2,,ASR-9010-FILTER,,,,,,A9K-LC-FILR,A9K-RSP-FILR,,RJ45,17.38 x 28.24 x 36.75,155-231.6,74,,
ASR-9010-SYS,Cisco ASR 9010 - router - desktop,Router,Modular,"ASR-9010-2P-KIT, ASR-9010-4P-KIT",PWR-3KW-AC-V2,PWR-2KW-DC-V2,ASR-9010-FAN-V2,,,,,,,,A9K-LC-FILR,A9K-RSP-FILR,,RJ45,17.38 x 28.24 x 36.75,155-231.6,75,Empty Chassis. Can be built into DC or AC,
ASR-903,ASR 903 Series Router Chassis,Chassis,Modular,A903-RCKMNT-19IN,"A900-PWR550-A, A900-PWR1200-A","A900-PWR1200-D, A900-PWR550-D-E, A900-PWR900-D2",A903-FAN,A903-FAN-H/E,,,,,,,A900-IMA-BLANK,,,"RJ45, USB Type A",17.44 x 9.22 x 5.22,34-69.32,76,Multiple fan options. AC OR DC option,
ASR-920 FAN-F,ASR 920 FAN FOR FIXED CHASSIS,module,,,,,,,,,,,,,,,,,,,77,,
ASR920-10G-2,Cisco ASR920 Series - 2 ports 10GE license,License,,,,,,,,,,,,,,,,,,,78,,
ASR-920-12CZ-A-WS,"ASR 920 Series, 12GE and 2-10GE, AC model",Router,Fixed,A920-RCKMT-19,,,,,,,,,,,,,,USB Type A,17.5 x 9.1 x 1.72,8.3,79,,
ASR-920-12CZ-D-WS,"ASR 920 Series, 12GE and 2-10GE, DC model",Router,Fixed,A920-RCKMT-19,,,,,,,,,,,,,,USB Type A,17.5 x 9.6 x 1.72,7.7,80,,
ASR920-12G-2-10G,CISCO ASR920 SERIES - 12 PORTS GE,License,,,,,,,,,,,,,,,,,,,81,,
ASR920-12G-4-10G,CISCO ASR920 SERIES - 12 PORTS GEE,License,,,,,,,,,,,,,,,,,,,82,,
ASR-920-12SZ-A,"Cisco ASR920 Series - 12 - 1/10GE SFP, Fixed AC Model",Router,Fixed,A920-RCKMT-19-HA,,,,,,,,,,,,,,USB Type A,17.5 x 10 x 1.73,9.5,83,,
ASR-920-12SZ-D,"Cisco ASR 920 Series - 12 x1/10GE SFP, Dual DC Model",Router,Fixed,A920-RCKMT-19-HA,,,,,,,,,,,,,,USB Type A,17.5 x 10 x 1.73,9.5,84,,
ASR-920-12SZ-IM-CC,"Cisco ASR920 Conformal Coated - 12GE and 4-10GE, 1IM slot",Router,Modular,A920-RCKMT-19,A920-PWR400-A,A920-PWR400-D,ASR-920-FAN-TRAY,,,,,,,,A900-IMA-BLANK,,,USB Type A,17.5 x 11.28 x 1.73,9.25,85,AC OR DC option,
ASR-920-12SZ-IM-WS,"ASR 920 Series, 12GE and 4-10GE, 1 IM slot",Router,Modular,A920-RCKMT-19,A920-PWR400-A,A920-PWR400-D,ASR-920-FAN-TRAY,,,,,,,,A900-IMA-BLANK,,,USB Type A,17.5 x 11.28 x 1.73,9.25,86,AC OR DC option,
ASR920-24G-4-10G,CISCO ASR920 SERIES - 24 PORTS GE,License,,,,,,,,,,,,,,,,,,,87,,
ASR-920-24SZ-IM,CISCO ASR920 SERIES - 24GE AND,Router,Modular,A920-RCKMT-19,ASR-920-PWR-A,ASR-920-PWR-D,ASR-920-FAN-F,,,,,,,,A900-IMA-BLANK,,,USB Type A,17.5 x 10.6 x 2.6,14,88,AC OR DC option,
ASR-920-24SZ-IM-WS,"ASR 920 Series, 24GE and 4-10GE, Modular PSU & IM",,,,,,,,,,,,,,,,,,,,89,,
ASR-920-24SZ-M-WS,"ASR 920 Series, 24GE Fiber and 4-10GE, Modular PSU",Router,Modular,A920-RCKMT-19,ASR-920-PWR-A,ASR-920-PWR-D,ASR-920-FAN-F,,,,,,,,,,,USB Type A,17.5 x 10 x 1.72,10.5,90,AC OR DC option,
ASR-920-24TZ-M-WS,"ASR 920 Series 24GE Copper and 4-10GE, No PSU, Fan/Feat. Lic",Router,Modular,A920-RCKMT-19,ASR-920-PWR-A,ASR-920-PWR-D,ASR-920-FAN-F,,,,,,,,,,,USB Type A,17.5 x 10 x 1.72,10.5,91,AC OR DC option,
ASR920-2G-4-10G,CISCO ASR920 SERIES - 2 PORTS GE,License,,,,,,,,,,,,,,,,,,,92,,
ASR-920U-12SZ-IM,"Cisco ASR920 Series - 12GE and 4-10GE, 1 IM slot.",Router,Modular,A920-RCKMT-19,A920-PWR400-A,A920-PWR400-D,ASR-920-FAN-TRAY,,,,,,,,A900-IMA-BLANK,,,USB Type A,17.5 x 11.28 x 1.73,9.25,93,AC OR DC option,
ASR-9901,ASR 9901 Chassis,Router,Modular,"ASR-9901-2P-KIT, ASR-9901-4P-KIT",A9K-1600W-AC,A9K-1600W-DC,ASR-9901-FAN,,,,,,,,,,,RJ45,17.32 x 23.62 x 3.43,47-55.97,94,AC OR DC option,
ASR-9901-120G-WS,ASR 9901 Chassis PayG 120G Base HW PID,Router,Modular,"ASR-9901-2P-KIT, ASR-9901-4P-KIT",A9K-1600W-AC,A9K-1600W-DC,ASR-9901-FAN,,,,,,,,,,,RJ45,17.32 x 23.62 x 3.43,47-55.97,95,AC OR DC option,
ASR-9904-AC,ASR-9904 2 LINE CARD SLOT AC,Chassis,Modular,ASR-9900-ACC-KIT,PWR-3KW-AC-V2,PWR-3KW-AC-V2,ASR-9904-FAN,,ASR-9904-FILTER,,,,,,,,,RJ45,17.57 x 25.02 x 10.38,62-114.05,96,,
ASR-9904-DC,ASR-9904 2 LINE CARD SLOT DC SYSTEM,Chassis,Modular,ASR-9900-ACC-KIT,PWR-2KW-DC-V2,PWR-2KW-DC-V2,ASR-9904-FAN,,ASR-9904-FILTER,,,,,,,,,RJ45,17.57 x 25.02 x 10.38,62-114.05,97,,
ASR-9904-WS,"ASR 9904 2 Line Card Slot Chassis, No P/S",Chassis,Modular,ASR-9900-ACC-KIT,PWR-3KW-AC-V2,PWR-2KW-DC-V2,ASR-9904-FAN,,ASR-9904-FILTER,,,,,,,,,RJ45,17.57 x 25.02 x 10.38,62-114.05,98,AC OR DC option,
ASR-9910,ASR 9910 8 Line Card Slot Chassis,Chassis,Modular,"ASR-9910-2P-KIT, ASR-9910-4P-KIT",PWR-6KW-AC-V3,PWR-4.4KW-DC-V3,ASR-9910-FAN,,ASR-9910-FILTER,,,,,,,,,RJ45,17.38 x 28.24 x 36.75,155.6 - 231.6,99,AC OR DC option,
ATA186-I1-A,"Cisco ATA 186 2-Port Adaptor, 600",Modem,Fixed,,,,,,,,,,,,,,,,6.5 x 5.75 x 1.5,1,100,,
C1000-16FP-2G-L,"16x 10/100/1000 Ethernet PoE+ ports and 240W PoE budget,",Switch,Fixed,"RCKMNT-19-CMPCT, CMPCT-DIN-MNT",,,,,,,,,,,,,,RJ45,10.56 x 12.14 x 1.73,2.49,101,,
C1000-16P-2G-L,"Catalyst 1000 16port GE, POE, 2x1G SFP",Switch,Fixed,"RCKMNT-19-CMPCT, CMPCT-DIN-MNT",,,,,,,,,,,,,,RJ45,10.56 x 11.69 x 1.73,2.38,102,,
C1000-24P-4G-L,"Catalyst 1000 24port GE, POE, 4x1G SFP",Switch,Fixed,RCKMNT-1RU-2KX,,,,,,,,,,,,,,RJ45,17.48 x 11.76 x 1.73,3.53,103,,
C1000-24T-4G-L,"Catalyst 1000 24port GE, 4x1G SFP",Switch,Fixed,RCKMNT-1RU-2KX,,,,,,,,,,,,,,RJ45,17.48 x 9.45 x 1.73,2.63,104,,
C1000-48P-4G-L,"Catalyst 1000 48port GE, POE, 4x1G SFP",Switch,Fixed,RCKMNT-1RU-2KX,,,,,,,,,,,,,,RJ45,17.48 x 13.78 x 1.73,5.43,105,,
C1000-48P-4X-L,"Catalyst 1000 48 port GE, POE, 4x10G SFP",Switch,Fixed,RCKMNT-1RU-2KX,,,,,,,,,,,,,,RJ45,17.48 x 13.78 x 1.73,5.43,106,,
C1000-8FP-2G-L,"Catalyst 1000 8port GE, Full POE, 2x1G SFP",Switch,Fixed,"RCKMNT-19-CMPCT, CMPCT-DIN-MNT",,,,,,,,,,,,,,RJ45,10.56 x 12.73 x 1.73,2.7,107,,
C1000-8P-2G-L,"Catalyst 1000 8port GE, POE, 2x1G SFP",Switch,Fixed,"RCKMNT-19-CMPCT, CMPCT-DIN-MNT",,,,,,,,,,,,,,RJ45,10.56 x 12.73 x 1.73,1.55,108,,
C1000-8P-E-2G-L,Cisco Catalyst C1000-8P-E-2G-L Switch,Switch,Fixed,"RCKMNT-19-CMPCT, CMPCT-DIN-MNT",,,,,,,,,,,,,,RJ45,10.56 x 7.28 x 1.73,1.55,109,,
C1000-8T-2G-L,"Catalyst 1000 8 port GE, 2x1G SFP",Switch,Fixed,"RCKMNT-19-CMPCT, CMPCT-DIN-MNT",,,,,,,,,,,,,,RJ45,10.56 x 7.28 x 1.73,1.8,110,,
C1109-4PLTE2P,ISR 1100 4P Dual GE SFP Router Pluggable SMS/GPS,router,Fixed,,PWR-66W-AC-V2,,,,4G-LTE-ANTM-D=,,,,,,,,,RJ45 or Micro USB,11.16 x 9.8  x 1.71,5.93 lb,111,,
C1111-4P,ISR 1100 4 Ports Dual GE WAN Ethernet Router,router,Fixed,ACS-1100-RM-19,PWR-66W-AC-V2,,,,,,,,,,,,,RJ45,12.70 x 9.03 x 1.75 ,4.37 lb,112,,
C1111-4PLTEEA,ISR 1100 4P Dual GE Ethernet w/ LTE Adv SMS/GPS EMEA & NA,router,Fixed,ACS-1100-RM-19,PWR-66W-AC-V2,,,,4G-LTE-ANTM-D=,,,,,,,,,RJ45,12.70 x 9.60 x 1.75,4.89 lb,113,,
C1111-4PLTEEA-WS,ISR1100 4PDulGE Ethrntw/LTEAdvSMS/GPS EMEA&NA,,,,,,,,,,,,,,,,,,,,114,,
C1111-4PLTELA,ISR 1100 4P Dual GE WAN w/ LTE Adv SMS/GPS LATAM and APAC,router,Fixed,ACS-1100-RM-19,PWR-66W-AC-V2,,,,4G-LTE-ANTM-D=,,,,,,,,,RJ45,10.63 x 7.36 x 1.73,4.41 lb,115,,
C1111-4PLTELA-WS,ISR1100 4PDulGEWANw/LTEAdvSMS/GPS LATAMandAPAC,,Fixed,ACS-1100-RM-19,PWR-66W-AC-V2,,,,4G-LTE-ANTM-D=,,,,,,,,,RJ45,10.63 x 7.36 x 1.73,4.41 LB,116,,
C1111-4PWE,ISR 1100 4 Ports Dual GE WAN Router w/ 802.11ac -E WiFi,router,Fixed,ACS-1100-RM-19,PWR-66W-AC-V2,,,,,,,,,,,,,RJ45,12.70 x 9.015 x 1.75,4.76,117,,
C1111-4P-WS,ISR 1100 4 Ports Dual GE WAN Ethernet Router,,,,,,,,,,,,,,,,,,,,118,,
C1111-8P,Cisco ISR 1100 8 Ports Dual GE WAN Ethernet Router,router,Fixed,ACS-1100-RM-19,PWR-66W-AC-V2,,,,,,,,,,,,,RJ45,12.70 x 9.03 x 1.75,4.37,119,,
C1111-8PBW,ISR 1100 8 Ports Dual GE Ethernet Router w/ 802.11ac -B WiFi,,,,,,,,,,,,,,,,,,,,120,,
C1111-8P-HSEC,HSEC license for a C1111-8P,,,,,,,,,,,,,,,,,,,,121,,
C1111-8PLTEEA,ISR 1100 8P Dual GE SFP Router w/ LTE Adv SMS/GPS EMEA & NA,router,Fixed,ACS-1100-RM-19,PWR-66W-AC-V2,,,,LTE-ANTM-D,,,,,,,,,RJ45,12.70 x 9.60 x 1.75,4.5,122,,
